NO,CAS No.,Value,Chemical Name,KE No.,Toxic substances,Substances requiring preparation for accidents,Restricted substances,Prohibited substances,Permitted substances,Substances subject to intensive control,Persistent pollutants,Percentage & Regulatory Information,Legacy_yn
29622,,YES,"Methyl 2-methyl-2-propenoate polymer with 2-propenoate, 1,4-cyclohexanedimethanol, 1,3-diisocyanatomethylbenzene, ethyl benzene, hydrazine α-hydro-ω-hydroxypoly(oxy-1,4-butanediyl), 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1'-methylenebis[isocyanatobenzene]",2001-3-1754,,,,,,,,,
29623,184530-92-5,YES,"α-(2-Chloro-1-methylethyl)-ω-[[bis(2-chloro-1-methylethoxy)phosphinyl]oxy]-poly[oxy[(2-chloro-1-methylethoxy)phosphinylidene]oxy-1,2-ethanediyloxy-1,2-ethanediyl]",2001-3-1753,,,,,,,,,
29624,4075-81-4,YES,Calcium propionate,2001-3-1752,,,,,,,,,
29625,82911-69-1,YES,"1-[[(9H-Fluoren-9-ylmethoxy)carbonyl]oxy]-2,5-pyrrolidinedione",2001-3-1751,,,,,,,,,
29626,26282-37-1,YES,2-Ethylhexyl 2-propenoate polymer with ethenylbenzene and 2-propenenitrile,2001-3-1750,,,,,,,,,
29627,917-70-4,YES,Lanthanum(3+) acetate,2001-3-1749,,,,,,,,,
29628,17940-81-7,YES,"5-Ethyl 2,2,8,8-tetramethyl-5-[[(trimethylsil)oxy]methyl]-3,7-dioxa-2,8-disilanonane",2001-3-1748,,,,,,,,,
29629,42844-93-9,YES,"[1,3-Dihydro-5,6-bis[[(2-hydroxy-1-naphthyl)methylene]amino]-2H-benzimidazol-2 -onato(2-)-N5,N6,O5,O6]nickel",2001-3-1747,,,,,,,,,
29630,26007-43-2,YES,Bicylclo[2.2.1]hept-2-ene polymer with ethene,2001-3-1746,,,,,,,,,
29631,167933-52-0,YES,"6-Diazo-5,6-dihydro-5-oxo-1-naphthalenesulfonic acid ester with 2,2'-methylenebis[6-[(2-hydroxy-5-methylphenyl)methyl]-4-methylphenol]",2001-3-1745,,,,,,,,,
29632,162163-49-7,YES,"6-Diazo-5,6-dihydro-5-oxo-1-naphthalenesulfonic acid ester with 4,4'-[(2-hydroxyphenyl)methylene]bis[2-cyclohexyl-5-methylphenol]",2001-3-1744,,,,,,,,,
29633,178954-62-6,YES,2-Methyl 2-propenoic acid polymer with aziridine and methyl 2-methyl-2-propenoate,2001-3-1743,,,,,,,,,
29634,,YES,"Mixture of 2-(ethoxydifluoromethyl)-1,1,1,2,3,3,3-heptafluoropropane(163702-06-5) and 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane(163702-05-4",2001-3-1742,,,,,,,,,
29635,7347-25-3,YES,Sodium taurinate,2001-3-1741,,,,,,,,,
29636,647-42-7,YES,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-1-ol",2001-3-1740,,,,,,,,,
29637,109636-51-3,YES,"Methyl 2-methyl-2-propenoate polymer with 1-cyclohexyl-1H-pyrrole-2,5-dione and ethenylbenzene",2001-3-1739,,,,,,,,,
29638,,YES,"Mixture of 2-oxepanone polymer with 12-hydroxy octadecanoic acid and dimethylolpropionic acid(CAS No. 4767-03-7) and 2-oxepanone polymer with 12-hydroxy octadecanoic acid, dimethylolpropionic acid and aziridine polymer",2001-3-1738,,,,,,,,,
29639,287105-13-9,YES,"1,4-Benzenedicarboxylic acid polymer with 2-(chloromethyl)oxirane, 2,2-dimethyl-1,3-propanediol, 1,2-ethanediol, 4,4'-(1-methylethylidene)bis[phenol] and 2-oxiranylmethyl neodecanoate",2001-3-1737,,,,,,,,,
29640,103621-96-1,YES,"1-[[4-[(4,5,6,7-Tetrachloro-3-oxo-isoindoline-1-ylidene)amino]phenyl]azo]-2-hydro xy-N-(4-methoxy-2-methylphenyl)-11H-benzo[a]carbazole-3-carboxamide",2001-3-1736,,,,,,,,,
29641,,YES,"1,3-Diisocyanatomethylbenzene polymer with 2-oxepanone, 1-hexadecanol, α-hydro-ω-hydroxypoly(oxy-1,2-ethanediyl), 2,5-furandione and 2-butanol",2001-3-1735,,,,,,,,,
29642,,YES,"1,3-Diisocyanatomethylbenzene polymer with 2-oxepanone, 1-hexadecanol, α-hydro-ω-hydroxypoly(oxy-1,2-ethanediyl), 2,5-furandione, 1H-imidazole, 2-propenoic acid and 1-butanol",2001-3-1734,,,,,,,,,
29643,,YES,"Hexahydro-2H-azepin-2-one polymer with α-hydro-ω-hydroxypoly(oxy-1,2 -ethanediyl), phosphates",2001-3-1733,,,,,,,,,
29644,,YES,"2-Ethylhexyl 2-propenoate polymer with ethenylmethylbenzene, 2-methyl propyl 2-methyl-2-propenoate and 1,1-dimethylethyl 2-ethylhexaneperoxoate",2001-3-1732,,,,,,,,,
29645,90052-75-8,YES,2-Octyldodecyl 12-[(1-oxooctadecyl)oxy]octadecanoate,2001-3-1731,,,,,,,,,
29646,196316-34-4,YES,"2-(Dimethylamino)ethyl 2-methyl-2-propenoate polymer with γ, ω-perfluoro-alkyl(C=10~16) acrylate and vinyl acetate, acetates",2001-3-1730,,,,,,,,,
29647,85959-61-1,YES,"3,6-Bis(ethylamino)-9-[2-(methoxycarbonyl)phenyl]-2,7-dimethylxanthylium molybdate tungstate phosphate",2001-3-1729,,,,,,,,,
29648,,YES,"Hexanedioic acid polymer with 2,2-dimethyl-1,3-propanediol, 1,6-hexanediol, 5 -isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 1,1'-methylenebis[4 -isocyanatocyclohexane], ethylene oxide, 1-butanol and 2-[(2-aminoethyl) amino]ethanesulfonic acid, monosodium salt",2001-3-1728,,,,,,,,,
29649,208408-03-1,YES,"Amines, from ammonium hydroxide-maleic anhydride polymer and hydrogenated tallow alkyl amine, sodium salts compds. with ethanolamine",2001-3-1727,,,,,,,,,
29650,,YES,"Dimethyl carbonate polymer with 2-methyl-1,8-octanediol and 1,9-nonanediol",2001-3-1726,,,,,,,,,
29651,,YES,"Mixture of 2,2'-iminobisethanol compd. with α-fluoro-ω-[2-(phosphonooxy) ethyl] poly(difluoromethylene)(2:1) and 2,2'-iminobisethanol compd. with α,α' -[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoropoly(difluoromethylene)](1:1)",2001-3-1725,,,,,,,,,
29652,147732-60-3,YES,"1,1'-Oxybisbenzene, sec-hexyl derivs., sulfonated, sodium salts",2001-3-1724,,,,,,,,,
29653,68400-07-7,YES,(3-Aminopropyl)silanetriol homopolymer,2001-3-1723,,,,,,,,,
29654,84852-41-5,YES,"Diammonium 1,1'-methylenebis[(phenylmethyl)naphthalene-2-sulfonate]",2001-3-1722,,,,,,,,,
29655,68855-18-5,YES,"Heptanoic acid, ester with 2,2-dimethyl-1,3-propanediol",2001-3-1721,,,,,,,,,
29656,2687-91-4,YES,1-Ethylpyrrolidin-2-one,2001-3-1720,,,,,,,,,
29657,2986-25-6,YES,N-Nitro-S-methylisothiourea,2001-3-1719,,,,,,,,,
29658,,YES,"Mixture of N-(3,6-dimethyl-3,6-diazaheptyl)-N-(2-hydropropyl)-N,N-dimethylammonium 2-ethylhexanoate and N-(3,6,6-trimethyl-8-hydroxy-3-aza-6-ammoniumnonyl)-N-(2-hydropropyl)-N,N-dimethylammonium di(2-ethylhexanoate)",2001-3-1718,,,,,,,,,
29659,831-59-4,YES,"Disodium 1,3-benzenedisulfonate",2001-3-1716,,,,,,,,,
29660,91082-29-0,YES,"Sulfonyl chlorides, alkane(C=10-21)",2001-3-1715,,,,,,,,,
29661,32509-66-3,YES,"Ethylene bis[3,3-bis(3-tert-butyl-4-hydroxyphenyl)butyrate]",2001-3-1714,,,,,,,,,
29662,137019-95-5,YES,"3,4,5-Trifluoro-4'-(trans-4-pentylcyclohexyl)biphenyl",2001-3-1713,,,,,,,,,
29663,86778-48-5,YES,4-(trans-Pentylcyclohexyl)chlorobenzene,2001-3-1712,,,,,,,,,
29664,,YES,"Siloxanes and silicones, dimethyl, methyl hydrogen, hydrogen-terminated reaction product with polyethylene-polypropylene glycol monoallylether and alpha-alkenes(C=10-16)",2001-3-1711,,,,,,,,,
29665,,YES,"Siloxanes and silicones, dimethyl, mono(methacryloyloxypropyl)-terminated polymer with acrylic acid and 2-ethylhexyl acrylate",2001-3-1710,,,,,,,,,
29666,,YES,"Siloxanes and silicones, dimethyl, hydrogen methyl, methyl lauryl, crosspolymer with polyethylene glycol diallylether",2001-3-1709,,,,,,,,,
29667,56968-08-2,YES,Sodium N-[(2-hydroxy-5-nonylphenyl)methyl]-N-methylaminoacetate,2001-3-1708,,,,,,,,,
29668,62314-22-1,YES,(2-Hydroxypropyl)trimethylammonium 2-ethylhexanoate,2001-3-1707,,,,,,,,,
29669,1199-46-8,YES,2-Amino-4-tert-butylphenol,2001-3-1706,,,,,,,,,
29670,146905-77-3,YES,"Siloxanes and silicons, 3-[3-(carboxymethyl)dimethylamino]-2-hydroxy propoxypropyl, Me, di-Me, hydroxides, inner salt",2001-3-1837,,,,,,,,,
29671,86917-58-0,YES,"1,5-Dimethyl-piperidin-2-one",2001-3-1836,,,,,,,,,
29672,1690-76-2,YES,"1,3-Dimethyl-piperidin-2-one",2001-3-1835,,,,,,,,,
29673,304012-61-1,YES,"2-Methyl 2-propenoic acid polymers with 2-ethylhexyl methacrylate, N-(hydroxymethyl)-2-propenamide and 2-[methyl[(γ-ω-perfluoro-alkyl(C=8-14))sulfonyl]amino]ethyl acrylate",2001-3-1834,,,,,,,,,
29674,170424-65-4,YES,"1,2-Ethanediyl ethyl silicate",2001-3-1833,,,,,,,,,
29675,295341-85-4,YES,"Silsesquioxanes, pentyl, hydroxy-terminated",2001-3-1832,,,,,,,,,
29676,132459-81-5,YES,"1,3-Dioxolan-2-one polymer with 1,6-hexanediol and 1,5-pentanediol",2001-3-1831,,,,,,,,,
29677,149295-53-4,YES,"1,3-Dioxolan-2-one polymer with 1,4-butanediol and 1,6-hexanediol",2001-3-1830,,,,,,,,,
29678,,YES,"Mixture of sodium N-[(2-hydroxy-5-nonylphenyl)methyl]-N-methyl aminoacetate and disodium N,N'-[(2-hydroxy-5-nonylphen-1,3-ylene)bis(methylene)]bis[N-methylaminoacetate]",2001-3-1828,,,,,,,,,
29679,12057-17-9,YES,Lithium manganese oxide,2001-3-1827,,,,,,,,,
29680,68140-84-1,YES,"2-Methyl-2-propenoic acid polymer with (chloromethyl)oxirane, 4,4'-(1-methyl ethylidene)bis[2,6-dibromophenol] and 4,4'-(1-methylethylidene)bis[phenol]",2001-3-1826,,,,,,,,,
29681,126776-83-8,YES,"6-Diazo-5,6-dihydro-5-oxo-1-naphthalenesulfonic acid ester with 4-[bis(4-hydroxy-3,5-dimethylphenyl)methyl]-1,2-benzenediol",2001-3-1825,,,,,,,,,
29682,162303-56-2,YES,"Formaldehyde polymer with 6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane, phenol and (1S)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",2001-3-1824,,,,,,,,,
29683,,YES,"Perfluoroalkyl(C=6,8,10 and 12) ethyl 2-methyl-2-propenoate",2001-3-1823,,,,,,,,,
29684,12036-37-2,YES,Zinc stannate,2001-3-1822,,,,,,,,,
29685,88380-00-1,YES,Sodium dodecanoyloxybenzenesulfonate,2001-3-1821,,,,,,,,,
29686,64811-38-7,YES,"Dimethyl 1,3-benzenedicarboxylate polymer with 1,4-butanediol, dimethyl 1,4-benzenedicarboxylate, methyloxirane and oxirane",2001-3-1820,,,,,,,,,
29687,96-67-3,YES,3-Amino-2-hydroxy-5-nitrobenzenesulfonic acid,2001-3-1819,,,,,,,,,
29688,203743-03-7,YES,"Hexadecyl 2-methyl-2-propenoate polymers with 2-hydroxyethyl methacrylate, γ-ω-perfluoro-alkyl(C=10~16) acrylate and stearyl methacrylate",2001-3-1818,,,,,,,,,
29689,50905-10-7,YES,2-Butyloctanedioic acid,2001-3-1817,,,,,,,,,
29690,27456-04-8,YES,Didodecyl (2E)-2-butenedioate polymer with ethenyl acetate,2001-3-1816,,,,,,,,,
29691,103513-05-9,YES,"1,3-Benzofurandione polymer with oxirane and 2,2'-oxybis[ethanol]",2001-3-1815,,,,,,,,,
29692,,YES,"4-Alkyl-N-(1-naphthyl)aniline where alkyl covers saturated branched-chain hydrocarbon goups from C10-C14, average C11.95, terminally attached",2001-3-1814,,,,,,,,,
29693,213670-22-5,YES,"7-(2,2-Diphenylethenyl)-1,2,3,3a,4,8b-hexahydro-4-(4-methylphenyl)-cyclopent[b] indole",2001-3-1813,,,,,,,,,
29694,,YES,"Fatty acids, C18-unsatd., dimer, hydrogenated polymers with Bu acrylate, Bu methacrylate, glycidyl neodecanoate, hydrazine, 2-hydroxyethyl acrylate-polyethylene glycol 2-aminopropyl alkyl(C=1~4) ether reaction product, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, Me methacrylate, 1,1'-methylenebis[4-iso cyanatocyclohexane], 4-oxopentanoic acid and trimethylolpropane, compds. with triethylamine",2001-3-1812,,,,,,,,,
29695,,YES,"Methyloxirane polymer with oxirane, (9,10-dihydro-9,10-dioxo-1,4-anthracenediyl)bis(iminoalkylene)ether (Bule Ⅱ(b))",2001-3-1811,,,,,,,,,
29696,,YES,"Hexandioic acid polymer with methyloxirane polymer with oxirane, (9,10-dihydro-9,10-dioxo-1,4-anthracenediyl)bis(iminoalkylene)ether and 2,2'-oxybis[ethanol](Bule Ⅱ(a))",2001-3-1810,,,,,,,,,
29697,853-68-9,YES,"9,10-Dihydro-9,10-dioxo-2,6-anthracenedisulfonic acid, disodium salt",2001-3-1809,,,,,,,,,
29698,1931-62-0,YES,"O,O-tert-Butyl monoperoxymaleate",2001-3-1808,,,,,,,,,
29699,254756-81-5,YES,"Siloxanes and silicones, di-Me, 3-hydroxypropyl group-terminated, ethoxylated polymers with 2,2'-[1,2-ethanediylbis(oxy)]bis[ethanamine], 1,1'-methylenebis[4-isocyanatocyclohexane], 1,4-piperazinedipropanamine and polyethylene glycol",2001-3-1807,,,,,,,,,
29700,7443-25-6,YES,Dimethyl(p-methoxybenzylidene)malonate,2001-3-1806,,,,,,,,,
29701,135228-60-3,YES,"1,6-Diisocyanatohexane homopolymer, γ-ω-perfluoro-alcohols(C=6-20) blocked",2001-3-1804,,,,,,,,,
29702,,YES,"Mixture of 5-amino-3-[[4-[2-[4-[(7-amino-1-hydroxy-3-sulfo-2-naphthalenyl)azo]-2-sulfophenyl]ethenyl]-3-sulfophenyl]azo]-4-hydroxy-2,7-naphthalenedisulfonic acid, lithium sodium salt, compd. with 2,2'-(methylimino) bis[ethanol] and 3,3'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)azo]]bis[6-amino-4-hydroxy-2-naphthalenesulfonic acid, lithium sodium salt, compd. with 2,2'-(methylimino)bis [ethanol] and 3,3'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)azo]]bis[5-amino-4 -hydroxy-2,7-naphthalenedisulfonic acid, lithium sodium salt, compd. with 2,2'-(methylimino)bis[ethanol]",2001-3-1705,,,,,,,,,
29703,83783-99-7,YES,"3,3'-[1,2-Ethenediylbis[(3-sulfo-4,1-phenylene)azo]]bis[6-hydroxy-5-methyl-benz oic acid, lithium sodium salt, compd. with 2,2'-(methylimino)bis[ethanol]",2001-3-1704,,,,,,,,,
29704,,YES,"Siloxanes and silicones, di-Me, methyl 10-carboxydecyl",2001-3-1703,,,,,,,,,
29705,41604-19-7,YES,"4-Bromo-2-fluoro-1,1'-biphenyl",2001-3-1702,,,,,,,,,
29706,12027-96-2,YES,Zinc hydroxy stannate,2001-3-1701,,,,,,,,,
29707,1763-23-1,YES,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid",2001-3-1700,,,,,,별표-207,2009-21,,
29708,62449-37-0,YES,"Dimethyl 1,4-benzenedicarboxylate polymer with 1,4-butanediol, decanedioic acid and 1,2-ethanediol, hexanedioate",2001-3-1699,,,,,,,,,
29709,82339-25-1,YES,"α-Hydro-ω-hydroxy-poly(oxy-1,4-butanediyl) polymer with 5-isocyanato-1 -(isocyanatomethyl)-1,3,3-trimethylcyclohexane, hydroxyethyl acrylate-blocked",2001-3-1698,,,,,,,,,
29710,82538-13-4,YES,"1,4-Benzenedicarboxylic acid polymer with 6-(acetyloxy)-2-naphthalenecarboxy lic acid and N-[4-(acetyloxy)phenyl] acetamide",2001-3-1697,,,,,,,,,
29711,147310-94-9,YES,"1,4-Benzenedicarboxylic acid polymer with [1,1'-biphenyl]-4,4'-diol, 4-hydroxy benzoic acid, 6-hydroxy-2-naphthalenecarboxylic acid and N-(4-hydroxyphen yl)acetamide",2001-3-1696,,,,,,,,,
29712,297730-93-9,YES,"3-Ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-(trifluoromethyl)hexane",2001-3-1695,,,,,,,,,
29713,99377-78-3,YES,"Phenol polymer with formaldehyde, glycidyl ether polymers with[(methyl phenoxy)methyl]oxirane and triethylene tetramine",2001-3-1694,,,,,,,,,
29714,23500-79-0,YES,"6-tert-Butyl-3-(chloromethyl)-2,4-xylenol",2001-3-1693,,,,,,,,,
29715,59198-64-0,YES,"Methyl 2-methyl-2-propenoate polymer with butyl 2-propenoate, ethenylbenzene, 2-hydroxyethyl 2-propenoate and oxiranylmethyl 2-methyl-2-propenoate",2001-3-1692,,,,,,,,,
29716,32409-51-1,YES,2-Methyl-2-propenoic acid polymer with butyl 2-propenoate and 2-methyl propyl 2-methyl-2-propenoate,2001-3-1691,,,,,,,,,
29717,,YES,"2-Methyl-2-propenoic acid polymer with 2-methylpropyl 2-propenoate, octyl 2-propenoate, vinyltoluene and 1-vinylimidazole",2001-3-1690,,,,,,,,,
29718,109125-54-4,YES,"3-Carboxy-1-[4-[(4-chloro-3-sulfophenyl)amino]-6-[[5-hydroxy-6-[(4-methoxy-2 -sulfophenyl)azo]-7-sulfo-2-naphthalenyl]amino]-1,3,5-triazin-2-yl]-pyridinium, inner salt, potassium sodium salt",2001-3-1689,,,,,,,,,
29719,197179-61-6,YES,"[Phosphinyldyne tris(oxy)] tris[3-aminopropyl-2-hydroxy-N,N-dimethyl 1-N -alkyl(C=6∼18) trichlorides",2001-3-1688,,,,,,,,,
29720,68815-65-6,YES,"N-(2-Aminoethyl)-N'-[2-[2-aminoethyl)amino]ethyl]-1,2-ethanediamine polymer with methyloxirane and oxirane",2001-3-1687,,,,,,,,,
29721,197969-52-1,YES,"N,N,N-Trimethyl-3-[(2-methyl-1-oxo-2-propenyl)amino]-1-propanaminium, chloride polymer with methyl 2-propenoate and 2-propenoic acid, sodium salt",2001-3-1686,,,,,,,,,
29722,52449-44-2,YES,"Butyl 3,5-bis(1,1-dimethylethyl)-4-hydroxy-benzenepropanoate",2001-3-1685,,,,,,,,,
29723,1633-22-3,YES,"Tricyclo[8.2.2.24,7]hexadeca-1(12),4,6,10,13,15-hexaene",2001-3-1684,,,,,,,,,
29724,28804-46-8,YES,"Dichlorotricyclo[8.2.2.24,7]hexadeca-1(12),4,6,10,13,15-hexaene, mixed isomers",2001-3-1683,,,,,,,,,
29725,72162-23-3,YES,"Nitric acid, reaction products with cyclododecanol and cyclododecanone, by-products from, high-boiling fraction",2001-3-1682,,,,,,,,,
29726,72319-10-9,YES,"Siloxanes and silicones, Me  hydrogen, Me group-terminated",2001-3-1681,,,,,,,,,
29727,68555-36-2,YES,"N,N'-Bis[3-(dimethylamino)propyl]urea polymer with 1,1'-oxybis[2-chloroethane]",2005-1-554,2005-1-554,,,,,,,"유독물질 : N,N'-비스[3-(디메틸아미노)프로필]우레아와 1,1'-옥시비스[2-클로로에탄]의 중합체 및 이를 25% 이상 함유한 혼합물",
29728,,YES,Piproctanyl salts,,97-1-397,,,,,,,유독물질 : 피프록타닐 염류 및 이를 1% 이상 함유한 혼합물,
29729,,YES,Phenylmercuric triethanol ammonium borate,,97-1-140,,,,06-4-47,,수은,"금지물질 : 페닐수은 트리에탄올 암모늄 붕산 및 이를 1% 이상 함유한 혼합물 / 유독물질 : 수은 또는 그 화합물과 수은화합물을 1% 이상 함유한 혼합물. 다만 황화 제이수은(Mercuric sulfide), 요오드화 제일수은(Mercuric iodide), 오레인산 수은(Mercuric oleate), 아미노 염화 제이수은(Amino mercury(II) chloride), 뇌산 제이수은(Mercury(II) fulminate) 및 그 중 하나를 함유한 혼합물은 제외",
29730,,YES,Tetramethylammonium perfluorooctanenoate,97-1-327,97-1-327,,,,,,,유독물질 : 퍼플루오로옥탄산 테트라메틸암모늄 및 이를 25% 이상 함유한 혼합물,
29731,,YES,"Octylphenols, 4-tert-pentylphenol",,,,,,,,,,
29732,147814-52-6,YES,"Octahydro-4,7-methano-1H-inden-5-yl 2-methyl 2-propenoate polymer with oxiranylmethyl 2-methyl-2-propenoate",2004-2-15,,,,,,,,,
29733,25167-42-4,YES,Oxiranylmethyl 2-methyl-2-propenoate polymer with ethenylbenzene,2004-2-16,,,,,,,,,
29734,5945-33-5,YES,Bisphenol A bis(diphenylphosphate),98-2-5,,,,,,,,,
29735,"26761-40-0,68515-49-1",YES,Diisodecyl phthalate,,,,,,,,,,
29736,"68515-48-0,28553-12-0",YES,Diisononyl phthalate,,,,,,,,,,
29737,65031-96-1,YES,Glycidyl butyrate,2006-2-20,,,,,,,,,
29738,60456-26-0,YES,Glycidyl butyrate,2006-2-20,,,,,,,,,
29739,2461-40-7,YES,Glycidyl butyrate,2006-2-20,,,,,,,,,
29740,"2461-40-7,65031-96-1,60456-26-0",YES,Glycidyl butyrate,2006-2-20,,,,,,,,,
29741,172140-94-2,YES,"4,4'-Carbonylbis-1,2-benzenedicarboxylic acid compd. with 2-methyl- 1H-imidazole(1:2)",2002-2-12,,,,,,,,,
29742,141464-41-7,YES,"Alkenes, ethylene-manuf.-by-product (C=5)-cut polymers with 1-methyl-3-(1-methylethenyl)benzene and 1-methyl-4-(1-methylethenyl)benzene",2006-3-3564,,,,,,,,,
29743,95971-16-7,YES,"2-(Hydroxymethyl)-2-[[(1-oxo-2-propenyl)oxy]methyl]-1,3-propanediyl 2-propenoate polymer with 1,6-diisocyanatohexane",2006-3-3562,,,,,,,,,
29744,97-28-9,YES,"4,4'-Methylenebis[3-methylbenzenamine]",2005-2-19,,,,,,,,,
29745,75032-87-0,YES,3-Methoxybutyl chloroformate,2003-2-13,,,,,,,,,
29746,,YES,"3-[4'-[4-[4'-(2-Carboxyethylsulfamoyl)biphenyl-4-yl]-3,6-dioxo-2,3,5,6-tetrahydropyrrolo[3,4-c]pyrrol-l-yl]biphenyl-4-sulfonylamino]propionic acid aluminium salt",2009-3-3658,,,,,,,,,
29747,914090-16-7,YES,"2-Methyl-2-propenoic acid polymer with 1-cyclohexyl-1H-pyrrole-2,5-dione, 4-hydroxyphenyl 2-methyl-2-propenoate, 2-oxiranylmethyl 2-methyl-2-propenoate, (tetrahydro-2-furanyl)methyl 2-methyl-2-propenoate and tetrahydro-2-oxo-3-furanyl 2-methyl-2-propenoate",2009-3-3657,,,,,,,,,
29748,,YES,"Tetrahydro-5,9-methano-1H-pyrano[3,4-d]oxepin-1,3,6,8(4H)-tetrone polymer with 3a,4,5,9b-tetrahydro-8-methyl-5-(tetrahydro-2,5-dioxo-3-furanyl)naphtho[1,2-c]furan-1,3-dione, 1,4-benzenediamine, 3,3'-(1,1,3,3-tetramethyl-1,3-disiloxanediyl)bis-1-propanamine and 1-octadecanamine",2009-3-3656,,,,,,,,,
29749,172083-53-3,YES,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl 2-propenoate polymer with 2-methyl-2-[(1-oxo-2-propenyl)amino]-1-propanesulfonic acid and 2,2,2-trifluoroethyl 2-propenoate",2009-3-3655,,,,,,,,,
29750,,YES,"Hexahydro-1,3-isobenzofurandione, reaction products with methyl 2-methyl-2-propenoate polymer with 2-methyl-2-propenoic acid and (butoxymethyl)oxirane",2009-3-3654,,,,,,,,,
29751,,YES,"Dimethyl carbonate polymer with 1,6-hexanediol, 1,1'-methylenebis[4-isocyanatocyclohexane], 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and2-aminoethanol",2009-3-3653,,,,,,,,,
29752,621-95-4,YES,"4,4'-Ethylenedianiline",2009-3-3652,,,,,,,,,
29753,783344-93-4,YES,"4-Chloro-1,3-isobenzofurandione polymer with 5-chloro-1,3-isobenzofurandione,   4,4'-(1-methylethylidene)bis[phenol] and 4,4'-sulfonylbis[benzenamine]",2009-3-3651,,,,,,,,,
29754,,YES,"Copper, 2-propenoic acid-cyclohexyl 2-methyl-2-propenoate-ethyl 2-propenoate-2-ethylhexyl 2-methyl-2-propenoate-α-(2-methyl-1-oxo-2-propenyl)-ω-methoxypoly(oxy-1,2-ethanediyl) polymer hydrogenated roisn complexes",2009-3-3650,,,,,,,,,
29755,,YES,"Zinc, 2-propenoic acid-cyclohexyl 2-methyl-2-propenoate-ethyl 2-propenoate polymer hydrogenated rosin complexes",2009-3-3649,,,,,,,,,
29756,,YES,"Zinc, 2-propenoic acid-cyclohexyl 2-propenoate-ethyl 2-propenoate polymer naphthenate complexes",2009-3-3648,,,,,,,,,
29757,861101-95-3,YES,"2-Butyl-2-ethyl-1,3-propanediol polymer with 1,3-diisocyanatomethylbenzene, methyloxirane and oxirane",2009-3-3647,,,,,,,,,
29758,861109-02-6,YES,"Hexanedioic acid polymer with 1,4-butanediol, 1,2-ethanediol, 1,1'-methylenebis[4-isocyanatobenzene], 2-oxepanone and 2,2'-oxybis[ethanol]",2009-3-3646,,,,,,,,,
29759,56854-97-8,YES,"Hexanedioic acid polymer with 1,3-diisocyanatomethylbenzene, 1,2-ethanediol, 1,1'-methylenebis[4-isocyanatobenzene] and 2,2'-oxybis[ethanol]",2009-3-3645,,,,,,,,,
29760,861101-10-2,YES,"2-Butyl-2-ethyl-1,3-propanediol polymer with α-hydro-ω-hydroxypoly(oxy-1,2-ethanediyl), 1,1'-methylenebis[4-isocyanatobenzene], methyloxirane and oxirane",2009-3-3644,,,,,,,,,
29761,,YES,"Reaction products of diphenylmethanediisocyanate with octylamine, 4-ethoxyaniline and ethylenediamine",2009-3-3643,,,,,,,,,
29762,5743-04-4,YES,Cadmium acetate dihydrate,,97-1-250,,,,,,,"유독물질 : 카드뮴[Cadmium; 7440-43-9]과 그 화합물 및 이를 0.1% 이상 함유한 혼합물. 다만, 염화 카드뮴(Cadmium chloride), 탄산 카드뮴(Cadmium carbonate), 불화붕소산 카드뮴(Cadmium fluoroborate), 질산 카드뮴(Cadmium nitrate), 산화 카드뮴(Cadmium oxide), 황산 카드뮴(Cadmium sulfate), 황화 카드뮴(Cadmium sulfide), (C=8~18) 및 (C=18)-불포화 지방산 카드뮴(Fatty acids, (C=8~18) and (C=18)-unsatd., cadmium salts; 68876-84-6)을 제외한 카드뮴화합물의 경우는 이를 25% 이상 함유한 것에 한함",
29763,,YES,"N-[[3-(2H-Benzotriazol-2-yl)-2-hydroxy-5-(1,1,3,3-tetramethylbutyl)phenyl]methyl]-2-methyl-2-propenamide polymer with 2-hydroxyethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate, cyclohexyl 2-methyl-2-propenoate, 2-ethylhexyl 2-propenoate, 1,2,2,6,6-pentamethyl-4-piperidinyl 2-methyl-2-propenoate, butyl 2-methyl-2-propenoate and 2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl 6-hydroxyhexanoate",2009-3-3642,,,,,,,,,
