CAS Number,CAS Name,Name,Approval
6294-34-4,"Phosphonic acid, (2-chloroethyl)-, bis(2-chloroethyl) ester","Phosphonic acid, (2-chloroethyl)-, bis(2-chloroethyl) ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
629-45-8,"Disulfide, dibutyl","Disulfide, dibutyl",Does not have an individual approval but may be used under an appropriate group standard
629-50-5,Tridecane,Tridecane,Does not have an individual approval but may be used under an appropriate group standard
6295-57-4,"Acetic acid, 2-(2-benzothiazolylthio)-","Acetic acid, 2-(2-benzothiazolylthio)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
629-56-1,2-Hexadecenoic acid,2-Hexadecenoic acid,Does not have an individual approval but may be used under an appropriate group standard
629-59-4,Tetradecane,Tetradecane,Does not have an individual approval but may be used under an appropriate group standard
62961-64-2,"Butanedioic acid, 2,3-dihydroxy-, bis(1-methylethyl) ester, (2S,3S)-","Butanedioic acid, 2,3-dihydroxy-, bis(1-methylethyl) ester, (2S,3S)-",Does not have an individual approval but may be used under an appropriate group standard
629-62-9,Pentadecane,Pentadecane,Does not have an individual approval but may be used under an appropriate group standard
629-63-0,Tetradecanenitrile,Tetradecanenitrile,Does not have an individual approval but may be used under an appropriate group standard
62965-35-9,"L-Valine, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-",N-Boc -L-tert-leucine,Does not have an individual approval but may be used under an appropriate group standard
62965-37-1,"L-Valine, 3-methyl-N-[(phenylmethoxy)carbonyl]-, compd. with N-cyclohexylcyclohexanamine (1:1)",(-) -N-Benzyloxycarbonyl-L-tert-leucine dicyclohexyl ammonium salt,Does not have an individual approval but may be used under an appropriate group standard
629-70-9,"1-Hexadecanol, acetate",Cetyl acetate,Does not have an individual approval but may be used under an appropriate group standard
629-73-2,1-Hexadecene,Cetene,Does not have an individual approval but may be used under an appropriate group standard
6297-41-2,"Pentanoic acid, 2-methyl-, butyl ester","Pentanoic acid, 2-methyl-, butyl ester",Does not have an individual approval but may be used under an appropriate group standard
6297-48-9,"Pentanoic acid, 2-methyl-, pentyl ester","Pentanoic acid, 2-methyl-, pentyl ester",Does not have an individual approval but may be used under an appropriate group standard
62-97-5,"Piperidinium, 4-(diphenylmethylene)-1,1-dimethyl-, methyl sulfate","Piperidinium, 4-(diphenylmethylene)-1,1-dimethyl-, methyl sulfate",Does not have an individual approval but may be used under an appropriate group standard
629-76-5,1-Pentadecanol,1-Pentadecanol,Does not have an individual approval but may be used under an appropriate group standard
629-78-7,Heptadecane,Heptadecane,Does not have an individual approval but may be used under an appropriate group standard
6298-19-7,"3-Pyridinamine, 2-chloro-","3-Pyridinamine, 2-chloro-",Does not have an individual approval but may be used under an appropriate group standard
629-82-3,"Octane, 1,1'-oxybis-",Octyl ether,Does not have an individual approval but may be used under an appropriate group standard
629-92-5,Nonadecane,Nonadecane,Does not have an individual approval but may be used under an appropriate group standard
629-94-7,Heneicosane,Heneicosane,Does not have an individual approval but may be used under an appropriate group standard
62996-74-1,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-","9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
629-96-9,1-Eicosanol,1-Eicosanol,Does not have an individual approval but may be used under an appropriate group standard
629-97-0,Docosane,Docosane,Does not have an individual approval but may be used under an appropriate group standard
629-99-2,Pentacosane,Pentacosane,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
630-01-3,Hexacosane,Hexacosane,Does not have an individual approval but may be used under an appropriate group standard
630-02-4,Octacosane,Octacosane,Does not have an individual approval but may be used under an appropriate group standard
63-00-3,"Androst-4-ene-3,17-dione, 6-hydroxy-, (6.beta.)-","Androst-4-ene-3,17-dione, 6-hydroxy-, (6.beta.)-",Does not have an individual approval but may be used under an appropriate group standard
6300-50-1,"2-Naphthalenesulfonic acid, 7-amino-4-hydroxy-3-[2-[4-[2-(4-sulfophenyl)diazenyl]phenyl]diazenyl]-, sodium salt (1:2)","Naphthalenesulfonic acid, 7-amino-4-hydroxy-3-((4-((4-sulfophenyl)azo)phenyl)azo)-, disodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
630-06-8,Hexatriacontane,Hexatriacontane,Does not have an individual approval but may be used under an appropriate group standard
630-08-0,Carbon monoxide,Carbon monoxide,HSNO Approval: HSR001056 Approved with controls
630-10-4,Selenourea,Selenourea,Does not have an individual approval but may be used under an appropriate group standard
63012-97-5,"Furan, 2-methyl-3-(methylthio)-","Furan, 2-methyl-3-(methylthio)-",Does not have an individual approval but may be used under an appropriate group standard
63022-06-0,"Xanthylium, 9-[2-(ethoxycarbonyl)phenyl]-3,6-bis(ethylamino)-2,7-dimethyl-, molybdatesilicate","Xanthylium, 9-2-(ethoxycarbonyl)phenyl-3,6-bis(ethylamino)-2,7-dimethyl-, molybdatesilicate",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63022-07-1,"Xanthylium, 9-[2-(ethoxycarbonyl)phenyl]-3,6-bis(ethylamino)-2,7-dimethyl-, molybdatephosphate","Xanthylium, 9-2-(ethoxycarbonyl)phenyl-3,6-bis(ethylamino)-2,7-dimethyl-, molybdatephosphate",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63022-09-3,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, molybdatephosphate","Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, molybdatephosphate",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
630-25-1,"Ethane, 1,2-dibromo-1,1,2,2-tetrachloro-","1,2-Dibromotetrachloroethane",Does not have an individual approval but may be used under an appropriate group standard
63026-01-7,"Nitric acid, europium(3+) salt, pentahydrate","Europium nitrate, pentahydrate",Does not have an individual approval but may be used under an appropriate group standard
6303-21-5,Phosphinic acid,Hypophosphorous acid,Does not have an individual approval but may be used under an appropriate group standard
6303-30-6,"Phosphoric acid, bis(2-methylpropyl) ester","Phosphoric acid, bis(2-methylpropyl) ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63035-11-0,Antibiotic A 30912E,Antibiotic A 30912E,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63035-12-1,Antibiotic A 30912F,Antibiotic A 30912F,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
6304-24-1,"Pyridine, 2-(2-methylpropyl)-","Pyridine, 2-(2-methylpropyl)-",Does not have an individual approval but may be used under an appropriate group standard
6304-96-7,".alpha.-D-Glucopyranoside, methyl 6-deoxy-6-iodo-, triacetate",".alpha.-D-Glucopyranoside, methyl 6-deoxy-6-iodo-, triacetate",Does not have an individual approval but may be used under an appropriate group standard
63055-37-8,"Amylopectin, phosphate","Amylopectin, phosphate",Does not have an individual approval but may be used under an appropriate group standard
630-56-8,"Pregn-4-ene-3,20-dione, 17-[(1-oxohexyl)oxy]-",Hydroxyprogesterone caproate,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63-05-8,"Androst-4-ene-3,17-dione",Androstenedione,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63084-98-0,"Phenol, 4-amino-, sulfate (2:1) (salt)","Phenol, 4-amino-, sulfate (2:1) (salt)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63087-22-9,"Octadecanoic acid, 12-hydroxy-, polymer with 2-methyl-2-propenoic acid and oxiranylmethyl 2-methyl-2-propenoate","Octadecanoic acid, 12-hydroxy-, polymer with 2-methyl-2-propenoic acid and oxiranylmethyl 2-methyl-2-propenoate",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63089-85-0,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with D-glucitol, heptakis[(9Z)-9-octadecenoate]","Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with D-glucitol, heptakis[(9Z)-9-octadecenoate]",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
630-93-3,"2,4-Imidazolidinedione, 5,5-diphenyl-, monosodium salt",Phenytoin sodium,Does not have an individual approval but may be used under an appropriate group standard
6309-51-9,"Dodecanoic acid, 3-methylbutyl ester","Dodecanoic acid, 3-methylbutyl ester",Does not have an individual approval but may be used under an appropriate group standard
63095-33-0,"2(3H)-Furanone, 5-(3Z)-3-hexenyldihydro-","2(3H)-Furanone, 5-(3Z)-3-hexenyldihydro-",Does not have an individual approval but may be used under an appropriate group standard
631-01-6,"Olean-12-en-28-oic acid, 3,16-dihydroxy-23-oxo-, (3.beta.,4.alpha.,16.alpha.)-","Olean-12-en-28-oic acid, 3,16-dihydroxy-23-oxo-, (3.beta.,4.alpha.,16.alpha.)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63103-09-3,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with butyl 2-propenoate, ethenylbenzene, oxiranylmethyl 2-methyl-2-propenoate and 2-propenoic acid","2-Propenoic acid, 2-methyl-, methyl ester, polymer with butyl 2-propenoate, ethenylbenzene, oxiranylmethyl 2-methyl-2-propenoate and 2-propenoic acid",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63105-49-7,"Cuprate(3-), [5-(acetylamino)-4-(hydroxy-.kappa.O)-3-[[2-(hydroxy-.kappa.O)-4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo-.kappa.N1]-2,7-naphthalenedisulfonato(5-)]-, trisodium","Cuprate(3-), 5-(acetylamino)-4-(hydroxy-.kappa.O)-3-2-(hydroxy-.kappa.O)-4-2-(sulfooxy)ethylsulfonylphenylazo-.kappa.N1-2,7-naphthalenedisulfonato(5-)-, trisodium",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63117-82-8,"2-Propenoic acid, polymer with ammonium 2-propenoate and 2-propenamide","2-Propenoic acid, polymer with ammonium 2-propenoate and 2-propenamide",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
63120-11-6,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethyl 2-propenoate and methyl 2-methyl-2-propenoate, ammonium salt","2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethyl 2-propenoate and methyl 2-methyl-2-propenoate, ammonium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
